Brand,Ship,Ship Name,Cabin Category Code,Ship Category Long Description,Inside or Outside Category
C,EQ,CELEBRITY EQUINOX,Z,INSIDE STATEROOM GTY,X
C,EQ,CELEBRITY EQUINOX,SG,SIGNATURE SUITE,O
C,EQ,CELEBRITY EQUINOX,2B,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,EQ,CELEBRITY EQUINOX,2A,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,EQ,CELEBRITY EQUINOX,12,INSIDE STATEROOM,I
C,EQ,CELEBRITY EQUINOX,11,INSIDE STATEROOM,I
C,EQ,CELEBRITY EQUINOX,2D,DELUXE OCEAN VIEW STATEROOM W/ OBSTRUCTED VERANDA,O
C,EQ,CELEBRITY EQUINOX,10,INSIDE STATEROOM,I
C,EQ,CELEBRITY EQUINOX,1C,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,EQ,CELEBRITY EQUINOX,1B,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,EQ,CELEBRITY EQUINOX,1A,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,EQ,CELEBRITY EQUINOX,9,INSIDE STATEROOM,I
C,EQ,CELEBRITY EQUINOX,8,OCEAN VIEW STATEROOM,O
C,EQ,CELEBRITY EQUINOX,7,OCEAN VIEW STATEROOM,O
C,EQ,CELEBRITY EQUINOX,Y,GUARANTEE OCEAN VIEW,X
C,EQ,CELEBRITY EQUINOX,SC,SUNSET CONCIERGE CLASS,O
C,EQ,CELEBRITY EQUINOX,AX,ACCESSIBLE VERANDA,O
C,EQ,CELEBRITY EQUINOX,RF,REFLECTION SUITE,O
C,EQ,CELEBRITY EQUINOX,RS,ROYAL SUITE,O
C,EQ,CELEBRITY EQUINOX,CR,CREW CABIN CATEGORY,X
C,EQ,CELEBRITY EQUINOX,CC,CELEBRITY CONNECTING CONCIERGE CLASS,O
C,EQ,CELEBRITY EQUINOX,A2,AQUACLASS,O
C,EQ,CELEBRITY EQUINOX,A1,AQUACLASS,O
C,EQ,CELEBRITY EQUINOX,C1,CONCIERGE CLASS,O
C,EQ,CELEBRITY EQUINOX,AZ,ACCESSIBLE INSIDE STATEROOM,I
C,EQ,CELEBRITY EQUINOX,AW,ACCESSIBLE SUITE,O
C,EQ,CELEBRITY EQUINOX,AS,AQUA SKY SUITE,O
C,EQ,CELEBRITY EQUINOX,AQ,AQUACLASS,O
C,EQ,CELEBRITY EQUINOX,AC,ACCESSIBLE CONCIERGE CLASS,O
C,EQ,CELEBRITY EQUINOX,AA,ACCESSIBLE AQUACLASS,O
C,EQ,CELEBRITY EQUINOX,AY,ACCESSIBLE OCEAN VIEW STATEROOM,O
C,EQ,CELEBRITY EQUINOX,C2,CELEBRITY CONCIERGE CLASS,O
C,EQ,CELEBRITY EQUINOX,CS,CELEBRITY SUITE,O
C,EQ,CELEBRITY EQUINOX,DV,DELUXE VERANDA,O
C,EQ,CELEBRITY EQUINOX,PS,PENTHOUSE SUITE,O
C,EQ,CELEBRITY EQUINOX,O2,OCEAN VIEW,O
C,EQ,CELEBRITY EQUINOX,O1,PRIME OCEANVIEW,O
C,EQ,CELEBRITY EQUINOX,C3,CELEBRITY CONCIERGE CLASS,O
C,EQ,CELEBRITY EQUINOX,I3,INSIDE,I
C,EQ,CELEBRITY EQUINOX,I2,INSIDE,I
C,EQ,CELEBRITY EQUINOX,OC,OCEAN VIEW CONNECTING STATEROOM,O
C,EQ,CELEBRITY EQUINOX,HS,HORIZON SUITE,O
C,EQ,CELEBRITY EQUINOX,FV,LARGE OCEAN VIEW STATEROOM WITH VERANDA,O
C,EQ,CELEBRITY EQUINOX,D2,DESTINATION CLASS,O
C,EQ,CELEBRITY EQUINOX,D1,DESTINATION CLASS,O
C,EQ,CELEBRITY EQUINOX,DX,GUARANTEE DESTINATION CLASS,X
C,EQ,CELEBRITY EQUINOX,I1,PRIME INSIDE,I
C,FL,CELEBRITY FLORA,S1,SKY SUITE WITH VERANDA,O
C,FL,CELEBRITY FLORA,W,DELUXE GUARANTEE,X
C,FL,CELEBRITY FLORA,S3,SKY SUITE WITH VERANDA,O
C,FL,CELEBRITY FLORA,S2,SKY SUITE WITH VERANDA,O
C,FL,CELEBRITY FLORA,SP,PREMIUM SKY SUITE WITH INFINITE VERANDA,O
C,FL,CELEBRITY FLORA,SU,ULTIMATE SKY SUITE WITH INFINITE VERANDA,O
C,FL,CELEBRITY FLORA,SK,SKY SUITE W/ INFINITE VERANDA,O
C,FL,CELEBRITY FLORA,RS,ROYAL SUITE WITH VERANDA,O
C,FL,CELEBRITY FLORA,PS,PENTHOUSE SUITE WITH VERANDA,O
C,FL,CELEBRITY FLORA,CR,CREW CABIN CATEGORY,X
C,FL,CELEBRITY FLORA,SL,SKY SUITE W/ INFINITE VERANDA,O
C,IN,CELEBRITY INFINITY,X,GUARANTEE - VERANDA,X
C,IN,CELEBRITY INFINITY,XA,AQUACLASS GUARANTEE,X
C,IN,CELEBRITY INFINITY,Y,GUARANTEE - OCEANVIEW,X
C,IN,CELEBRITY INFINITY,Z,INSIDE GUARANTEE CATEGORY,X
C,IN,CELEBRITY INFINITY,XC,GUARANTEE - CONCIERGE CLASS,X
C,IN,CELEBRITY INFINITY,W,GUARANTEE - DELUXE,X
C,IN,CELEBRITY INFINITY,V1,PRIME VERANDA,O
C,IN,CELEBRITY INFINITY,V2,VERANDA,O
C,IN,CELEBRITY INFINITY,VC,VERANDA CONNECTING STATEROOM,O
C,IN,CELEBRITY INFINITY,UV,ULTRA DELUXE VERANDA,O
C,IN,CELEBRITY INFINITY,UC,ULTRA DELUXE CONCIERGE CLASS,O
C,IN,CELEBRITY INFINITY,S2,SKY SUITE,O
C,IN,CELEBRITY INFINITY,S1,SKY SUITE,O
C,IN,CELEBRITY INFINITY,V3,VERANDA,O
C,IN,CELEBRITY INFINITY,3,LARGE OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,5,OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,6,OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,SV,SUNSET VERANDA,O
C,IN,CELEBRITY INFINITY,2C,DLX OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,2B,DLX OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,2A,DLX OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,12,INSIDE STATEROOM,I
C,IN,CELEBRITY INFINITY,11,INSIDE STATEROOM,I
C,IN,CELEBRITY INFINITY,10,INSIDE STATEROOM,I
C,IN,CELEBRITY INFINITY,1C,PREM OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,1B,PREM-OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,1A,PREM OCEAN-VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,9,INSIDE STATEROOM,I
C,IN,CELEBRITY INFINITY,8,OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,7,OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,4,OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,SS,SKY SUITE,O
C,IN,CELEBRITY INFINITY,I3,INSIDE,I
C,IN,CELEBRITY INFINITY,SC,SUNSET CONCIERGE CLASS,O
C,IN,CELEBRITY INFINITY,C2,CELEBRITY CONCIERGE CLASS,O
C,IN,CELEBRITY INFINITY,C1,CELEBRITY CONCIERGE CLASS,O
C,IN,CELEBRITY INFINITY,CS,CELEBRITY SUITE,O
C,IN,CELEBRITY INFINITY,CR,CREW CABIN CATEGORY,X
C,IN,CELEBRITY INFINITY,CC,CELEBRITY CONNECTING CONCIERGE CLASS,O
C,IN,CELEBRITY INFINITY,C3,CELEBRITY CONCIERGE CLASS,O
C,IN,CELEBRITY INFINITY,A2,AQUACLASS,O
C,IN,CELEBRITY INFINITY,AZ,ACCESSIBLE INSIDE STATEROOM,I
C,IN,CELEBRITY INFINITY,AY,ACCESSIBLE OCEAN VIEW STATEROOM,O
C,IN,CELEBRITY INFINITY,AX,ACCESSIBLE VERANDA,O
C,IN,CELEBRITY INFINITY,AW,ACCESSIBLE SUTIE,O
C,IN,CELEBRITY INFINITY,AS,AQUA SKY SUITE,O
C,IN,CELEBRITY INFINITY,A1,AQUACLASS,O
C,IN,CELEBRITY INFINITY,DO,DELUXE OCEANVIEW,O
C,IN,CELEBRITY INFINITY,AC,ACCESSIBLE CONCIERGE CLASS,O
C,IN,CELEBRITY INFINITY,DX,DESTINATION GTY,X
C,IN,CELEBRITY INFINITY,RS,ROYAL SUITE,O
C,IN,CELEBRITY INFINITY,PS,PENTHOUSE SUITE,O
C,IN,CELEBRITY INFINITY,O3,OCEAN VIEW,O
C,IN,CELEBRITY INFINITY,O2,OCEAN VIEW,O
C,IN,CELEBRITY INFINITY,DV,DELUXE VERANDA,O
C,IN,CELEBRITY INFINITY,OC,OCEAN VIEW CONNECTING STATEROOM,O
C,IN,CELEBRITY INFINITY,O1,PRIME OCEANVIEW,O
C,IN,CELEBRITY INFINITY,I2,INSIDE,I
C,IN,CELEBRITY INFINITY,SN,SUNSET SUITE,O
C,IN,CELEBRITY INFINITY,D2,DESTINATION CLASS,O
C,IN,CELEBRITY INFINITY,D1,DESTINATION CLASS,O
C,IN,CELEBRITY INFINITY,IC,INSIDE CONNECTING STATEROOM,I
C,IN,CELEBRITY INFINITY,I1,PRIME INSIDE,I
C,IN,CELEBRITY INFINITY,FV,FAMILY OCEANVIEW VERANDA STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,XC,GUARANTEE - CONCIERGE CLASS,X
C,ML,CELEBRITY MILLENNIUM,XA,GUARANTEE AQUACLASS,X
C,ML,CELEBRITY MILLENNIUM,X,GUARANTEE - VERANDA,X
C,ML,CELEBRITY MILLENNIUM,W,GUARANTEE DELUXE,X
C,ML,CELEBRITY MILLENNIUM,V3,VERANDA (PARTIAL VIEW),O
C,ML,CELEBRITY MILLENNIUM,S1,SKY SUITE,O
C,ML,CELEBRITY MILLENNIUM,V1,PRIME VERANDA,O
C,ML,CELEBRITY MILLENNIUM,VC,VERANDA CONNECTING STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,UV,ULTRA DELUXE VERANDA,O
C,ML,CELEBRITY MILLENNIUM,UC,ULTRA CONCIERGE,O
C,ML,CELEBRITY MILLENNIUM,S2,SKY SUITE,O
C,ML,CELEBRITY MILLENNIUM,Y,GUARANTEE - OCEANVIEW,X
C,ML,CELEBRITY MILLENNIUM,V2,VERANDA,O
C,ML,CELEBRITY MILLENNIUM,Z,INSIDE GUARANTEE CATEGORY,X
C,ML,CELEBRITY MILLENNIUM,1A,PREM OCEAN-VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,4,OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,SV,SUNSET VERANDA,O
C,ML,CELEBRITY MILLENNIUM,2C,DLX OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,2A,DLX OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,12,INSIDE STATEROOM,I
C,ML,CELEBRITY MILLENNIUM,11,INSIDE STATEROOM,I
C,ML,CELEBRITY MILLENNIUM,10,INSIDE STATEROOM,I
C,ML,CELEBRITY MILLENNIUM,1C,PREM OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,1B,PREM-OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,9,INSIDE STATEROOM,I
C,ML,CELEBRITY MILLENNIUM,8,OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,7,OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,6,OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,5,OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,3,LARGE OCEAN VIEW STATEROOM,X
C,ML,CELEBRITY MILLENNIUM,SS,SKY SUITE,O
C,ML,CELEBRITY MILLENNIUM,2B,DLX OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,SC,SUNSET CONCIERGE CLASS,O
C,ML,CELEBRITY MILLENNIUM,C2,CELEBRITY CONCIERGE CLASS,O
C,ML,CELEBRITY MILLENNIUM,C1,CELEBRITY CONCIERGE CLASS,O
C,ML,CELEBRITY MILLENNIUM,CS,CELEBRITY SUITE,O
C,ML,CELEBRITY MILLENNIUM,CR,CREW CABIN CATEGORY,X
C,ML,CELEBRITY MILLENNIUM,CC,CELEBRITY CONNECTING CONCIERGE CLASS,O
C,ML,CELEBRITY MILLENNIUM,A2,AQUACLASS,O
C,ML,CELEBRITY MILLENNIUM,A1,AQUACLASS,O
C,ML,CELEBRITY MILLENNIUM,AZ,ACCESSIBLE INSIDE STATEROOM,I
C,ML,CELEBRITY MILLENNIUM,AY,ACCESSIBLE OCEAN VIEW STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,AX,ACCESSIBLE VERANDA,O
C,ML,CELEBRITY MILLENNIUM,AW,ACCESSIBLE SUITE,O
C,ML,CELEBRITY MILLENNIUM,AS,AQUA SKY SUITE,O
C,ML,CELEBRITY MILLENNIUM,AC,ACCESSIBLE CONCIERGE CLASS,O
C,ML,CELEBRITY MILLENNIUM,C3,CELEBRITY CONCIERGE CLASS,O
C,ML,CELEBRITY MILLENNIUM,DO,DELUXE OCEANVIEW,O
C,ML,CELEBRITY MILLENNIUM,SN,SUNSET SUITE,O
C,ML,CELEBRITY MILLENNIUM,DX,GUARANTEE DESTINATION CLASS,X
C,ML,CELEBRITY MILLENNIUM,DV,DELUXE VERANDA,O
C,ML,CELEBRITY MILLENNIUM,PS,PENTHOUSE SUITE,O
C,ML,CELEBRITY MILLENNIUM,O3,OCEAN VIEW,O
C,ML,CELEBRITY MILLENNIUM,O2,OCEAN VIEW,O
C,ML,CELEBRITY MILLENNIUM,O1,PRIME OCEANVIEW,O
C,ML,CELEBRITY MILLENNIUM,OC,OCEAN VIEW CONNECTING STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,RS,ROYAL SUITE,O
C,ML,CELEBRITY MILLENNIUM,I2,INSIDE,I
C,ML,CELEBRITY MILLENNIUM,I1,PRIME INSIDE,I
C,ML,CELEBRITY MILLENNIUM,IC,INSIDE CONNECTING STATEROOM,I
C,ML,CELEBRITY MILLENNIUM,FV,FAMILY OCEANVIEW VERANDA STATEROOM,O
C,ML,CELEBRITY MILLENNIUM,D2,DESTINATION CLASS,O
C,ML,CELEBRITY MILLENNIUM,I3,INSIDE,I
C,ML,CELEBRITY MILLENNIUM,D1,DESTINATION CLASS,O
C,RF,CELEBRITY REFLECTION,V2,VERANDA,O
C,RF,CELEBRITY REFLECTION,X,GUARANTEE VERANDA,X
C,RF,CELEBRITY REFLECTION,W,GUARANTEE DELUXE,X
C,RF,CELEBRITY REFLECTION,V3,VERANDA (PARTIAL VIEW),O
C,RF,CELEBRITY REFLECTION,V1,PRIME VERANDA,O
C,RF,CELEBRITY REFLECTION,S2,SKY SUITE,O
C,RF,CELEBRITY REFLECTION,UV,ULTRA DELUXE VERANDA,O
C,RF,CELEBRITY REFLECTION,S1,SKY SUITE,O
C,RF,CELEBRITY REFLECTION,SV,SUNSET VERANDA,O
C,RF,CELEBRITY REFLECTION,SS,SUNSET SKY SUITE,O
C,RF,CELEBRITY REFLECTION,XA,GUARANTEE AQUACLASS,X
C,RF,CELEBRITY REFLECTION,SN,SUNSET SUITE,O
C,RF,CELEBRITY REFLECTION,VC,VERANDA CONNECTING STATEROOM,O
C,RF,CELEBRITY REFLECTION,XC,GUARANTEE CONCIERGE CLASS,X
C,RF,CELEBRITY REFLECTION,1B,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,RF,CELEBRITY REFLECTION,Z,INSIDE STRM,X
C,RF,CELEBRITY REFLECTION,SG,SIGNATURE SUITE,O
C,RF,CELEBRITY REFLECTION,2C,DELUXE OCEAN VIEW STATEROOM W/ OBSTRUCTED VERANDA,O
C,RF,CELEBRITY REFLECTION,2B,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,RF,CELEBRITY REFLECTION,2A,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,RF,CELEBRITY REFLECTION,12,INSIDE STATEROOM,I
C,RF,CELEBRITY REFLECTION,Y,GUARANTEE OCEAN VIEW,X
C,RF,CELEBRITY REFLECTION,11,INSIDE STATEROOM,I
C,RF,CELEBRITY REFLECTION,1C,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,RF,CELEBRITY REFLECTION,1A,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,RF,CELEBRITY REFLECTION,9,INSIDE STATEROOM,I
C,RF,CELEBRITY REFLECTION,8,OCEAN VIEW STATEROOM,O
C,RF,CELEBRITY REFLECTION,7,OCEAN VIEW STATEROOM,O
C,RF,CELEBRITY REFLECTION,10,INSIDE STATEROOM,I
C,RF,CELEBRITY REFLECTION,2D,DELUXE OCEAN VIEW STATEROOM W/ OBSTRUCTED VERANDA,O
C,RF,CELEBRITY REFLECTION,RS,ROYAL SUITE,O
C,RF,CELEBRITY REFLECTION,RF,REFLECTION SUITE,O
C,RF,CELEBRITY REFLECTION,CS,CELEBRITY SUITE,O
C,RF,CELEBRITY REFLECTION,CR,CREW CABIN CATEGORY,X
C,RF,CELEBRITY REFLECTION,CC,CELEBRITY CONNECTING CONCIERGE CLASS,O
C,RF,CELEBRITY REFLECTION,A2,AQUACLASS,O
C,RF,CELEBRITY REFLECTION,AZ,ACCESSIBLE INSIDE STATEROOM,I
C,RF,CELEBRITY REFLECTION,C1,CONCIERGE CLASS,O
C,RF,CELEBRITY REFLECTION,AY,ACCESSIBLE OCEAN VIEW STATEROOM,O
C,RF,CELEBRITY REFLECTION,AW,ACCESSIBLE SUITE,O
C,RF,CELEBRITY REFLECTION,AS,AQUA SKY SUITE,O
C,RF,CELEBRITY REFLECTION,AC,ACCESSIBLE CONCIERGE CLASS,O
C,RF,CELEBRITY REFLECTION,AA,ACCESSIBLE AQUACLASS,O
C,RF,CELEBRITY REFLECTION,SC,SUNSET CONCIERGE CLASS,O
C,RF,CELEBRITY REFLECTION,AX,ACCESSIBLE VERANDA,O
C,RF,CELEBRITY REFLECTION,C2,CONCIERGE CLASS,O
C,RF,CELEBRITY REFLECTION,A1,AQUACLASS,O
C,RF,CELEBRITY REFLECTION,DV,DELUXE VERANDA,O
C,RF,CELEBRITY REFLECTION,PS,PENTHOUSE SUITE,O
C,RF,CELEBRITY REFLECTION,C3,CONCIERGE CLASS,O
C,RF,CELEBRITY REFLECTION,O2,OCEAN VIEW,O
C,RF,CELEBRITY REFLECTION,O1,PRIME OCEANVIEW,O
C,RF,CELEBRITY REFLECTION,OC,OCEAN VIEW CONNECTING STATEROOM,O
C,RF,CELEBRITY REFLECTION,I2,INSIDE,I
C,RF,CELEBRITY REFLECTION,I3,INSIDE,I
C,RF,CELEBRITY REFLECTION,HS,HORIZON SUITE,O
C,RF,CELEBRITY REFLECTION,DX,GUARANTEE DESTINATION CLASS,X
C,RF,CELEBRITY REFLECTION,I1,PRIME INSIDE,I
C,RF,CELEBRITY REFLECTION,D2,DESTINATION CLASS,O
C,RF,CELEBRITY REFLECTION,D1,DESTINATION CLASS,O
C,RF,CELEBRITY REFLECTION,FV,LARGE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SI,CELEBRITY SILHOUETTE,X,GUARANTEE VERANDA,X
C,SI,CELEBRITY SILHOUETTE,V1,PRIME VERNADA,O
C,SI,CELEBRITY SILHOUETTE,W,GUARANTEE DELUXE,X
C,SI,CELEBRITY SILHOUETTE,V3,VERANDA(PARTIAL VIEW),O
C,SI,CELEBRITY SILHOUETTE,V2,VERANDA,O
C,SI,CELEBRITY SILHOUETTE,VC,VERANDA CONNECTING STATEROOM,O
C,SI,CELEBRITY SILHOUETTE,SN,SUNSET SUITE,O
C,SI,CELEBRITY SILHOUETTE,S2,SKY SUITE,O
C,SI,CELEBRITY SILHOUETTE,S1,SKY SUITE,O
C,SI,CELEBRITY SILHOUETTE,SV,SUNSET VERANDA,O
C,SI,CELEBRITY SILHOUETTE,SS,SUNSET SKY SUITE,O
C,SI,CELEBRITY SILHOUETTE,XA,GUARANTEE AQUACLASS,X
C,SI,CELEBRITY SILHOUETTE,UV,ULTRA DELUXE VERANDA,O
C,SI,CELEBRITY SILHOUETTE,XC,GUARANTEE CONCIERGE CLASS,X
C,SI,CELEBRITY SILHOUETTE,2D,DELUXE OCEAN VIEW STATEROOM W/ OBSTRUCTED VERANDA,O
C,SI,CELEBRITY SILHOUETTE,Z,INSIDE STATEROOM GTY,X
C,SI,CELEBRITY SILHOUETTE,SG,SIGNATURE SUITE,O
C,SI,CELEBRITY SILHOUETTE,2C,DELUXE OCEAN VIEW STATEROOM W/ OBSTRUCTED VERANDA,O
C,SI,CELEBRITY SILHOUETTE,2B,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SI,CELEBRITY SILHOUETTE,2A,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SI,CELEBRITY SILHOUETTE,12,INSIDE STATEROOM,I
C,SI,CELEBRITY SILHOUETTE,11,INSIDE STATEROOM,I
C,SI,CELEBRITY SILHOUETTE,10,INSIDE STATEROOM,I
C,SI,CELEBRITY SILHOUETTE,1C,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SI,CELEBRITY SILHOUETTE,9S,SINGLE INSIDE STATEROOM,I
C,SI,CELEBRITY SILHOUETTE,1A,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SI,CELEBRITY SILHOUETTE,9,INSIDE STATEROOM,I
C,SI,CELEBRITY SILHOUETTE,8,OCEAN VIEW STATEROOM,O
C,SI,CELEBRITY SILHOUETTE,7,OCEAN VIEW STATEROOM,O
C,SI,CELEBRITY SILHOUETTE,Y,GUARANTEE OCEAN VIEW,X
C,SI,CELEBRITY SILHOUETTE,SC,SUNSET CONCIERGE CLASS,O
C,SI,CELEBRITY SILHOUETTE,1B,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SI,CELEBRITY SILHOUETTE,RF,REFLECTION SUITE,O
C,SI,CELEBRITY SILHOUETTE,CS,CELEBRITY SUITE,O
C,SI,CELEBRITY SILHOUETTE,CR,CREW CABIN CATEGORY,X
C,SI,CELEBRITY SILHOUETTE,CC,CELEBRITY CONNECTING CONCIERGE CLASS,O
C,SI,CELEBRITY SILHOUETTE,A2,AQUACLASS,O
C,SI,CELEBRITY SILHOUETTE,A1,AQUACLASS,O
C,SI,CELEBRITY SILHOUETTE,AY,ACCESSIBLE OCEAN VIEW STATEROOM,O
C,SI,CELEBRITY SILHOUETTE,AX,ACCESSIBLE VERANDA,O
C,SI,CELEBRITY SILHOUETTE,AW,ACCESSIBLE SUITE,O
C,SI,CELEBRITY SILHOUETTE,AS,AQUA SKY SUITE,O
C,SI,CELEBRITY SILHOUETTE,AQ,AQUACLASS,O
C,SI,CELEBRITY SILHOUETTE,AC,ACCESSIBLE CONCIERGE CLASS,O
C,SI,CELEBRITY SILHOUETTE,AA,ACCESSIBLE AQUACLASS,O
C,SI,CELEBRITY SILHOUETTE,RS,ROYAL SUITE,O
C,SI,CELEBRITY SILHOUETTE,C1,CELEBRITY CONCIERGE CLASS,O
C,SI,CELEBRITY SILHOUETTE,C2,CELEBRITY CONCIERGE CLASS,O
C,SI,CELEBRITY SILHOUETTE,AZ,ACCESSIBLE INSIDE STATEROOM,I
C,SI,CELEBRITY SILHOUETTE,DV,DELUXE VERANDA,O
C,SI,CELEBRITY SILHOUETTE,C3,CELEBRITY CONCIERGE CLASS,O
C,SI,CELEBRITY SILHOUETTE,O2,OCEAN VIEW,O
C,SI,CELEBRITY SILHOUETTE,O1,PRIME OCEANVIEW,O
C,SI,CELEBRITY SILHOUETTE,OC,OCEAN VIEW CONNECTING STATEROOM,O
C,SI,CELEBRITY SILHOUETTE,I3,INSIDE,I
C,SI,CELEBRITY SILHOUETTE,I2,INSIDE,I
C,SI,CELEBRITY SILHOUETTE,I1,PRIME INSIDE,I
C,SI,CELEBRITY SILHOUETTE,PS,PENTHOUSE SUITE,O
C,SI,CELEBRITY SILHOUETTE,HS,HORIZON SUITE,O
C,SI,CELEBRITY SILHOUETTE,FV,LARGE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SI,CELEBRITY SILHOUETTE,D2,DESTINATION CLASS,O
C,SI,CELEBRITY SILHOUETTE,D1,DESTINATION CLASS,O
C,SI,CELEBRITY SILHOUETTE,DX,GUARANTEE DESTINATION CLASS,X
C,SI,CELEBRITY SILHOUETTE,IS,SINGLE INSIDE STATEROOM,I
C,SL,CELEBRITY SOLSTICE,Y,GUARANTEE OCEAN VIEW,X
C,SL,CELEBRITY SOLSTICE,W,GUARANTEE DELUXE,X
C,SL,CELEBRITY SOLSTICE,XC,GUARANTEE CONCIERGE CLASS,X
C,SL,CELEBRITY SOLSTICE,XA,GUARANTEE AQUACLASS,X
C,SL,CELEBRITY SOLSTICE,V3,VERANDA (PARTIAL VIEW),O
C,SL,CELEBRITY SOLSTICE,X,GUARANTEE VERANDA,X
C,SL,CELEBRITY SOLSTICE,V2,VERANDA,O
C,SL,CELEBRITY SOLSTICE,UV,ULTRA DELUXE VERANDA,O
C,SL,CELEBRITY SOLSTICE,VC,VERANDA CONNECTING STATEROOM,O
C,SL,CELEBRITY SOLSTICE,S2,SKY SUITE,O
C,SL,CELEBRITY SOLSTICE,S1,SKY SUITE,O
C,SL,CELEBRITY SOLSTICE,SV,SUNSET VERANDA,O
C,SL,CELEBRITY SOLSTICE,SS,SUNSET SKY SUITE,O
C,SL,CELEBRITY SOLSTICE,V1,PRIME VERANDA,O
C,SL,CELEBRITY SOLSTICE,Z,INSIDE STATEROOM GTY,X
C,SL,CELEBRITY SOLSTICE,9S,SINGLE INSIDE STATEROOM,I
C,SL,CELEBRITY SOLSTICE,Z2,Z2 INSIDE GTY TEST,I
C,SL,CELEBRITY SOLSTICE,SN,SUNSET SUITE CLASS,O
C,SL,CELEBRITY SOLSTICE,2D,DELUXE OCEAN VIEW STATEROOM W/ OBSTRUCTED VERANDA,O
C,SL,CELEBRITY SOLSTICE,2C,DELUXE OCEAN VIEW STATEROOM W/ OBSTRUCTED VERANDA,O
C,SL,CELEBRITY SOLSTICE,2B,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SL,CELEBRITY SOLSTICE,2A,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SL,CELEBRITY SOLSTICE,12,INSIDE STATEROOM,I
C,SL,CELEBRITY SOLSTICE,Z1,Z1 INSIDE GTY TEST,I
C,SL,CELEBRITY SOLSTICE,11,INSIDE STATEROOM,I
C,SL,CELEBRITY SOLSTICE,1C,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SL,CELEBRITY SOLSTICE,1B,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SL,CELEBRITY SOLSTICE,1A,DELUXE OCEAN VIEW STATEROOM WITH VERANDA,O
C,SL,CELEBRITY SOLSTICE,9,INSIDE STATEROOM,I
C,SL,CELEBRITY SOLSTICE,8,OCEAN VIEW STATEROOM,O
C,SL,CELEBRITY SOLSTICE,7,OCEAN VIEW STATEROOM,O
C,SL,CELEBRITY SOLSTICE,10,INSIDE STATEROOM,I
C,SL,CELEBRITY SOLSTICE,SG,SIGNATURE SUITE,O
C,SL,CELEBRITY SOLSTICE,SC,SUNSET CONCIERGE CLASS,O
C,SL,CELEBRITY SOLSTICE,RS,ROYAL SUITE,O
