Brand,Ship,Ship Name,Cabin Category Code,Ship Category Long Description,Inside or Outside Category
R,QN,QUANTUM OF THE SEAS,G,LARGE OCEANVIEW STATEROOM,O
R,QN,QUANTUM OF THE SEAS,D5,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,D4,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,D3,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,D2,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,VC,TWO INTERIOR CONNECTED STATEROOMS,I
R,QN,QUANTUM OF THE SEAS,CB,CONNECTING BALCONY,B
R,QN,QUANTUM OF THE SEAS,CF,CREW CABIN CATEGORY- CREW FAMILY,X
R,QN,QUANTUM OF THE SEAS,CG,CREW CABIN CATEGORY- GUEST OUTFITTED STATEROOM,X
R,QN,QUANTUM OF THE SEAS,GB,GRAND SUITE WITH LG BALCONY - 1BDRM,O
R,QN,QUANTUM OF THE SEAS,CI,CONNECTING INSIDE,I
R,QN,QUANTUM OF THE SEAS,CP,CONNECTING PROMENADE,I
R,QN,QUANTUM OF THE SEAS,CR,CREW CABIN CATEGORY,X
R,QN,QUANTUM OF THE SEAS,DO,DELUXE OBSTRUCTED OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,D1,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,QN,QUANTUM OF THE SEAS,GL,GRAND LOFT SUITE WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,BC,TWO BALCONY CONNECTED STATEROOMS,O
R,QN,QUANTUM OF THE SEAS,GT,GRAND SUITE - 2 BDRM,O
R,QN,QUANTUM OF THE SEAS,Q,INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,RL,ROYAL LOFT SUITE WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,SB,SPA LARGE BALCONY,X
R,QN,QUANTUM OF THE SEAS,SD,DELUXE STUDIO OCEAN VIEW STATEROOM WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,SG,SUPERIOR GRAND SUITE WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,SI,STUDIO INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,SJ,SPA JUNIOR SUITE WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,SL,SKY LOFT SUITE WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,GS,GRAND SUITE WITH BALCONY 1 BEDROOM,O
R,QN,QUANTUM OF THE SEAS,OS,OWNER'S SUITE WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,OL,OWNER'S LOFT SUITE WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,S2,SPA MID SHIP,X
R,QN,QUANTUM OF THE SEAS,N,INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,H,OCEANVIEW STATEROOM,O
R,QN,QUANTUM OF THE SEAS,I,OCEANVIEW STATEROOM,O
R,QN,QUANTUM OF THE SEAS,IC,TWO INTERIOR CONNECTED STATEROOMS,I
R,QN,QUANTUM OF THE SEAS,OC,TWO OCEAN VIEW CONNECTED STATEROOMS,O
R,QN,QUANTUM OF THE SEAS,J1,JUNIOR SUITE WITH LARGE BALCONY,O
R,QN,QUANTUM OF THE SEAS,JS,JUNIOR SUITE WITH BALCONY,O
R,QN,QUANTUM OF THE SEAS,J4,DOUBLE JS REGULAR BALCONY,O
R,QN,QUANTUM OF THE SEAS,K,LARGE INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,L,LARGE INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,M,INTERIOR STATEROOM,I
R,QN,QUANTUM OF THE SEAS,J3,JUNIOR SUITE,O
R,RD,RADIANCE OF THE SEAS,1D,OCEAN VIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,1G,STARBOARD LARGE OCEANVIEW BALCONY QUAD,O
R,RD,RADIANCE OF THE SEAS,1H,STARBOARD OCEANVIEW BALCONY QUAD,O
R,RD,RADIANCE OF THE SEAS,2D,OCEAN VIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,1N,OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,1P,STARBOARD OCEANVIEW,O
R,RD,RADIANCE OF THE SEAS,1V,INTERIOR,I
R,RD,RADIANCE OF THE SEAS,2B,SPACIOUS OCEAN VIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,1K,ULTRA SPACIOUS OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,1B,SPACIOUS OCEAN VIEW BALCONY QUAD,O
R,RD,RADIANCE OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,RD,RADIANCE OF THE SEAS,Z,INTERIOR STATEROOM GUARANTEE,X
R,RD,RADIANCE OF THE SEAS,VB,OCEAN VIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,2G,STARBOARD LARGE OCEANVIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,VL,PORT SIDE VITALITY OCEANVIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,VR,STARBOARD VITALITY OCEANVIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,RD,RADIANCE OF THE SEAS,W,DELUXE STATEROOM GUARANTEE,X
R,RD,RADIANCE OF THE SEAS,X,BALCONY STATEROOM GUARANTEE,X
R,RD,RADIANCE OF THE SEAS,XS,SPA GTY,X
R,RD,RADIANCE OF THE SEAS,Y,OCEANVIEW STATEROOM GUARANTEE,X
R,RD,RADIANCE OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,RD,RADIANCE OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,RD,RADIANCE OF THE SEAS,2H,STARBOARD OCEANVIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,3V,INTERIOR,I
R,RD,RADIANCE OF THE SEAS,2N,OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,4M,DOUBLE OCEANVIEW,O
R,RD,RADIANCE OF THE SEAS,4N,OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,4P,PORT OCEANVIEW,O
R,RD,RADIANCE OF THE SEAS,4V,INTERIOR,I
R,RD,RADIANCE OF THE SEAS,5D,OCEAN VIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,6D,OCEAN VIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,6V,INTERIOR,I
R,RD,RADIANCE OF THE SEAS,8N,OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,VA,SPACIOUS OCEAN VIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,4H,PORT OCEANVIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,2M,SPACIOUS OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,4G,PORT LARGE OCEANVIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,4B,SPACIOUS OCEAN VIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,2P,STARBOARD OCEANVIEW,O
R,RD,RADIANCE OF THE SEAS,2V,INTERIOR,I
R,RD,RADIANCE OF THE SEAS,2W,STUDIO INTERIOR,I
R,RD,RADIANCE OF THE SEAS,3B,SPACIOUS OCEAN VIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,3D,OCEANVIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,3G,PORT LARGE OCEANVIEW BALCONY QUAD,O
R,RD,RADIANCE OF THE SEAS,3H,PORT OCEANVIEW BALCONY QUAD,O
R,RD,RADIANCE OF THE SEAS,3N,OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,3P,PORT OCEANVIEW,O
R,RD,RADIANCE OF THE SEAS,4D,OCEANVIEW BALCONY,O
R,RD,RADIANCE OF THE SEAS,TS,TWO BEDROOM SUITE - TWO BED/BATHROOMS WITH 1,O
R,RD,RADIANCE OF THE SEAS,PV,PANORAMIC OCEAN VIEW STATEROOM,O
R,RD,RADIANCE OF THE SEAS,S2,SPA MID SHIP,X
R,RD,RADIANCE OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,RD,RADIANCE OF THE SEAS,CP,CONNECTING PROMENADE,I
R,RD,RADIANCE OF THE SEAS,CR,CREW CABIN CATEGORY,X
R,RD,RADIANCE OF THE SEAS,D,DELUXE OUTSIDE,O
R,RD,RADIANCE OF THE SEAS,D1,SUPERIOR BALCONY OCEANVIEW,O
R,RD,RADIANCE OF THE SEAS,D2,SUPERIOR BALCONY,O
R,RD,RADIANCE OF THE SEAS,E1,LARGER OUTSIDE STATEROOM,O
R,RD,RADIANCE OF THE SEAS,E2,LARGER OUTSIDE STATEROOM,O
R,RD,RADIANCE OF THE SEAS,E3,LARGER OUTSIDE STATEROOM,O
R,RD,RADIANCE OF THE SEAS,CI,CONNECTING INSIDE,I
R,RD,RADIANCE OF THE SEAS,F,LARGER OUTSIDE OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,CG,CREW CABIN CATEGORY- GUEST OUTFITTED STATEROOM,X
R,RD,RADIANCE OF THE SEAS,CB,CONNECTING BALCONY,B
R,RD,RADIANCE OF THE SEAS,A,OWNERS SUITE,O
R,RD,RADIANCE OF THE SEAS,AA,ROYAL FAMILY SUITE,O
R,RD,RADIANCE OF THE SEAS,AW,ACCESSIBLE SUITE,O
R,RD,RADIANCE OF THE SEAS,AX,ACCESSIBLE BALCONY,O
R,RD,RADIANCE OF THE SEAS,AY,ACCESSIBLE OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,AZ,ACCESSIBLE INSIDE,I
R,RD,RADIANCE OF THE SEAS,S4,SPA FWD AND AFT,X
R,RD,RADIANCE OF THE SEAS,BC,TWO BALCONY CONNECTED STATEROOMS,O
R,RD,RADIANCE OF THE SEAS,C,SUPERIOR OCEAN VIEW SUITE,O
R,RD,RADIANCE OF THE SEAS,CF,CREW CABIN CATEGORY- CREW FAMILY,X
R,RD,RADIANCE OF THE SEAS,FF,LARGER OUTSIDE STATEROOM,O
R,RD,RADIANCE OF THE SEAS,B,GRAND OCEAN VIEW SUITE,O
R,RD,RADIANCE OF THE SEAS,FS,FAMILY SUITE,O
R,RD,RADIANCE OF THE SEAS,OC,TWO OCEAN VIEW CONNECTED STATEROOMS,O
R,RD,RADIANCE OF THE SEAS,OS,OWNERS SUITE,O
R,RD,RADIANCE OF THE SEAS,OT,OWNER'S SUITE - 2 BDRM,O
R,RD,RADIANCE OF THE SEAS,P,INSIDE STATEROOM,I
R,RD,RADIANCE OF THE SEAS,Q,INSIDE STATEROOM,I
R,RD,RADIANCE OF THE SEAS,RS,ROYAL SUITE,O
R,RD,RADIANCE OF THE SEAS,SB,SPA LARGE BALCONY CABIN,X
R,RD,RADIANCE OF THE SEAS,SI,STUDIO INTERIOR STTAEROOM,I
R,RD,RADIANCE OF THE SEAS,FO,LARGER/FAMILY OCEANVIEW STATEROOM,O
R,RD,RADIANCE OF THE SEAS,O,INSIDE STATEROOM,I
R,RD,RADIANCE OF THE SEAS,N,INSIDE STATEROOM,I
R,RD,RADIANCE OF THE SEAS,R,ROYAL SUITE,O
R,RD,RADIANCE OF THE SEAS,L,INSIDE STATEROOM,I
R,RD,RADIANCE OF THE SEAS,M,INSIDE STATEROOM,I
R,RD,RADIANCE OF THE SEAS,GS,GRAND SUITE,O
R,RD,RADIANCE OF THE SEAS,G,LARGER OUTSIDE OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,I,LARGER OUTSIDE STATEROOM,O
R,RD,RADIANCE OF THE SEAS,IC,TWO INTERIOR CONNECTED STATEROOMS,I
R,RD,RADIANCE OF THE SEAS,H,LARGER OCEAN VIEW,O
R,RD,RADIANCE OF THE SEAS,J,INTERIOR STATEROOM,I
R,RD,RADIANCE OF THE SEAS,JS,JUNIOR SUITE,O
R,RD,RADIANCE OF THE SEAS,J3,QUAD JS REGULAR BALCONY,O
R,RD,RADIANCE OF THE SEAS,K,INSIDE STATEROOM,I
R,RH,RHAPSODY OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,RH,RHAPSODY OF THE SEAS,RS,ROYAL SUITE - 1 BDRM,O
R,RH,RHAPSODY OF THE SEAS,S,SINGLE GUARANTEE,X
R,RH,RHAPSODY OF THE SEAS,VO,OCEAN VIEW SUITE (NO BALCONY),O
R,RH,RHAPSODY OF THE SEAS,X,BALCONY STATEROOM GUARANTEE,X
R,RH,RHAPSODY OF THE SEAS,W,DELUXE STATEROOM GUARANTEE,X
R,RH,RHAPSODY OF THE SEAS,SH,SHARE GUARNATEE,X
R,RH,RHAPSODY OF THE SEAS,R,ROYAL SUITE,O
R,RH,RHAPSODY OF THE SEAS,OS,OWNER'S SUITE - 1 BDRM,O
R,RH,RHAPSODY OF THE SEAS,PV,PREFERRED OCEAN VIEW STATEROOM,O
R,RH,RHAPSODY OF THE SEAS,P,STANDARD INSIDE,I
R,RH,RHAPSODY OF THE SEAS,OF,LARGE FAMILY OUTSIDE,O
R,RH,RHAPSODY OF THE SEAS,OC,TWO OCEAN VIEW CONNECTED STATEROOMS,O
R,RH,RHAPSODY OF THE SEAS,O,STANDARD INSIDE,I
R,RH,RHAPSODY OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,RH,RHAPSODY OF THE SEAS,N,STANDARD INSIDE,I
R,RH,RHAPSODY OF THE SEAS,Q,STANDARD INSIDE,I
R,RH,RHAPSODY OF THE SEAS,Y,OCEANVIEW STATEROOM GUARANTEE,X
R,RH,RHAPSODY OF THE SEAS,3B,SPACIOUS OCEAN VIEW BALCONY,O
R,RH,RHAPSODY OF THE SEAS,Z,INTERIOR STATEROOM GUARANTEE,X
R,RH,RHAPSODY OF THE SEAS,M,STANDARD INSIDE,I
R,RH,RHAPSODY OF THE SEAS,6V,INTERIOR,I
R,RH,RHAPSODY OF THE SEAS,4V,INTERIOR,I
R,RH,RHAPSODY OF THE SEAS,4N,OCEANVIEW,O
R,RH,RHAPSODY OF THE SEAS,4B,SPACIOUS OCEAN VIEW BALCONY,O
R,RH,RHAPSODY OF THE SEAS,3V,INTERIOR,I
R,RH,RHAPSODY OF THE SEAS,3N,OCEAN VIEW,O
R,RH,RHAPSODY OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,RH,RHAPSODY OF THE SEAS,2V,INTERIOR,I
R,RH,RHAPSODY OF THE SEAS,2B,SPACIOUS OCEAN VIEW BALCONY,O
R,RH,RHAPSODY OF THE SEAS,1V,INTERIOR,I
R,RH,RHAPSODY OF THE SEAS,1N,OCEAN VIEW,O
R,RH,RHAPSODY OF THE SEAS,1M,SPACIOUS OCEAN VIEW,O
R,RH,RHAPSODY OF THE SEAS,1K,ULTRA SPACIOUS OCEAN VIEW,O
R,RH,RHAPSODY OF THE SEAS,1B,SPACIOUS OCEAN VIEW BALCONY,O
R,RH,RHAPSODY OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,RH,RHAPSODY OF THE SEAS,2N,OCEAN VIEW,O
R,RH,RHAPSODY OF THE SEAS,L,LARGER INSIDE,I
R,RH,RHAPSODY OF THE SEAS,6N,OCEAN VIEW,O
R,RH,RHAPSODY OF THE SEAS,J4,JUNIOR SUITE DOUBLE,O
R,RH,RHAPSODY OF THE SEAS,CR,CREW CABIN CATGORY,X
R,RH,RHAPSODY OF THE SEAS,CP,CONNECTING PROMENADE,I
R,RH,RHAPSODY OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,RH,RHAPSODY OF THE SEAS,CI,CONNECTING INSIDE,I
R,RH,RHAPSODY OF THE SEAS,CG,CREW CABIN CATEGORY- GUEST OUTFITTED STATEROOM,X
R,RH,RHAPSODY OF THE SEAS,CF,CREW CABIN CATEGORY- CREW FAMILY,X
R,RH,RHAPSODY OF THE SEAS,CB,CONNECTING BALCONY,B
R,RH,RHAPSODY OF THE SEAS,D,DELUXE OUTSIDE,O
R,RH,RHAPSODY OF THE SEAS,C,SUITE,O
R,RH,RHAPSODY OF THE SEAS,B,DELUXE SUITE,O
R,RH,RHAPSODY OF THE SEAS,AY,ACCESSIBLE OCEAN VIEW,O
R,RH,RHAPSODY OF THE SEAS,AX,ACCESSIBLE BALCONY,O
R,RH,RHAPSODY OF THE SEAS,AW,ACCESSIBLE SUITE,O
R,RH,RHAPSODY OF THE SEAS,AA,FAMILY SUITE,O
R,RH,RHAPSODY OF THE SEAS,K,LARGER INSIDE,I
R,RH,RHAPSODY OF THE SEAS,A,OWNER'S SUITE,O
R,RH,RHAPSODY OF THE SEAS,BC,TWO BALCONY CONNECTED STATEROOMS,O
R,RH,RHAPSODY OF THE SEAS,D1,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,RH,RHAPSODY OF THE SEAS,AZ,ACCESSIBLE INSIDE,I
R,RH,RHAPSODY OF THE SEAS,E,FAMILY CABIN,O
R,RH,RHAPSODY OF THE SEAS,D2,SUPERIOR OCEANVIEW STATEROOM WITH BALCONY,O
R,RH,RHAPSODY OF THE SEAS,J3,JUNIOR SUITE HIGH OCCUPANCY,O
R,RH,RHAPSODY OF THE SEAS,J2,JUNIOR SUITE,O
R,RH,RHAPSODY OF THE SEAS,JS,JUNIOR SUITE,O
R,RH,RHAPSODY OF THE SEAS,IC,TWO INTERIOR CONNECTED STATEROOMS,I
R,RH,RHAPSODY OF THE SEAS,I,LARGER OUTSIDE,O
R,RH,RHAPSODY OF THE SEAS,H,LARGER OUTSIDE,O
R,RH,RHAPSODY OF THE SEAS,G2,OCEANVIEW STATEROOM,O
R,RH,RHAPSODY OF THE SEAS,J,SUPERIOR INSIDE,I
R,RH,RHAPSODY OF THE SEAS,GT,GRAND SUITE - 2 BDRM,O
R,RH,RHAPSODY OF THE SEAS,G1,OCEANVIEW STATEROOM,O
R,RH,RHAPSODY OF THE SEAS,FF,FAMILY OCEAN VIEW STATEROOM,O
R,RH,RHAPSODY OF THE SEAS,FJ,JUNIOR FAMILY SUITE,O
R,RH,RHAPSODY OF THE SEAS,F,LARGER OUTSIDE,O
R,RH,RHAPSODY OF THE SEAS,FO,FAMILY OCEANVIEW STATEROOM,O
R,RH,RHAPSODY OF THE SEAS,FS,FAMILY SUITE,O
R,RH,RHAPSODY OF THE SEAS,G,LARGER OCEANVIEW STATEROOM,O
R,RH,RHAPSODY OF THE SEAS,GS,GRAND SUITE - 1 BDRM,O
R,SC,SPECTRUM OF THE SEAS,3C,OCEAN VIEW WITH LARGE BALCONY,O
R,SC,SPECTRUM OF THE SEAS,2V,INTERIOR,I
R,SC,SPECTRUM OF THE SEAS,2U,INTERIOR WITH VIRTUAL BALCONY,I
R,SC,SPECTRUM OF THE SEAS,2W,STUDIO INTERIOR,I
R,SC,SPECTRUM OF THE SEAS,2N,OCEAN VIEW,O
R,SC,SPECTRUM OF THE SEAS,2E,OBSTRUCTED OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,2F,STUDIO OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,2D,OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,3D,OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,2C,OCEAN VIEW WITH LARGE BALCONY,O
R,SC,SPECTRUM OF THE SEAS,2M,LARGE OCEAN VIEW DOUBLE,O
R,SC,SPECTRUM OF THE SEAS,3M,OCEANVIEW,O
R,SC,SPECTRUM OF THE SEAS,5D,OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,3U,INTERIOR WITH VIRTUAL BALCONY,I
R,SC,SPECTRUM OF THE SEAS,1U,INTERIOR WITH VIRTUAL BALCONY,I
R,SC,SPECTRUM OF THE SEAS,8D,OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,7D,OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,6D,OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,4V,INTERIOR,I
R,SC,SPECTRUM OF THE SEAS,4U,INTERIOR WITH VIRTUAL BALCONY,I
R,SC,SPECTRUM OF THE SEAS,4M,OCEANVIEW,O
R,SC,SPECTRUM OF THE SEAS,4D,OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,4C,OCEAN VIEW WITH LARGE BALCONY,O
R,SC,SPECTRUM OF THE SEAS,4B,SPACIOUS OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,3V,INTERIOR,I
R,SC,SPECTRUM OF THE SEAS,3N,INTERIOR,O
R,SC,SPECTRUM OF THE SEAS,1N,OCEAN VIEW,O
R,SC,SPECTRUM OF THE SEAS,1V,INTERIOR,I
R,SC,SPECTRUM OF THE SEAS,1E,OBSTRUCTED OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,JY,SKY BALCONY,O
R,SC,SPECTRUM OF THE SEAS,JG,GOLDEN JUIOR SUITE,O
R,SC,SPECTRUM OF THE SEAS,GS,GRAND SUITE W/BALCONY - ONE BEDROOM,O
R,SC,SPECTRUM OF THE SEAS,GL,GRAND LOFT SUITE WITH BALCONY,O
R,SC,SPECTRUM OF THE SEAS,CR,CREW CABIN CATEGORY,X
R,SC,SPECTRUM OF THE SEAS,CP,CONNECTING PROMENADE,I
R,SC,SPECTRUM OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,SC,SPECTRUM OF THE SEAS,CB,CONNECTING BALCONY,B
R,SC,SPECTRUM OF THE SEAS,BY,SKY BALCONY,O
R,SC,SPECTRUM OF THE SEAS,BG,GOLDEN BALCONY,O
R,SC,SPECTRUM OF THE SEAS,1M,SPACIOUS OCEAN VIEW,O
R,SC,SPECTRUM OF THE SEAS,J1,JUNIOR SUITE WITH LARGE BALCONY,O
R,SC,SPECTRUM OF THE SEAS,J3,QUAD JS REGULAR BALCONY,O
R,SC,SPECTRUM OF THE SEAS,CI,CONNECTING INSIDE,I
R,SC,SPECTRUM OF THE SEAS,OS,OWNER'S SUITE W/BALCONY,O
R,SC,SPECTRUM OF THE SEAS,J4,DOUBLE JS REGULAR BALCONY,O
R,SC,SPECTRUM OF THE SEAS,1D,OCEAN VIEW BALCONY,O
R,SC,SPECTRUM OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,SC,SPECTRUM OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,SC,SPECTRUM OF THE SEAS,XS,SPA GTY,X
R,SC,SPECTRUM OF THE SEAS,1C,OCEAN VIEW WITH LARGE BALCONY,O
R,SC,SPECTRUM OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,SC,SPECTRUM OF THE SEAS,US,ULTIMATE FAMILY SUITE,O
R,SC,SPECTRUM OF THE SEAS,S4,SPA FWD AFT,B
R,SC,SPECTRUM OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,SC,SPECTRUM OF THE SEAS,S2,SPA MID SHIP,B
R,SR,SERENADE OF THE SEAS,X,BALCONY STATEROOM GUARANTEE,X
R,SR,SERENADE OF THE SEAS,XB,OCEAN VIEW BALCONY GUARANTEE,X
R,SR,SERENADE OF THE SEAS,XS,SPA GTY,X
R,SR,SERENADE OF THE SEAS,YO,OCEAN VIEW GUARANTEE,X
R,SR,SERENADE OF THE SEAS,Z,INTERIOR STATEROOM GUARANTEE,X
R,SR,SERENADE OF THE SEAS,WS,DELUXE/SUITE GUARANTEE,X
R,SR,SERENADE OF THE SEAS,ZI,INTERIOR GUARANTEE,X
R,SR,SERENADE OF THE SEAS,Y,OCEANVIEW STATEROOM GUARANTEE,X
R,SR,SERENADE OF THE SEAS,W,DELUXE STATEROOM GUARANTEE,X
R,SR,SERENADE OF THE SEAS,TS,TWO BEDROOM SUITE - TWO BED/BATHROOMS WITH 1,O
R,SR,SERENADE OF THE SEAS,SI,SINGLE INSIDE,I
R,SR,SERENADE OF THE SEAS,VB,OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,VA,SPACIOUS OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,TW,TWO BED SUITE NO BALCONY,O
R,SR,SERENADE OF THE SEAS,S4,SPA FWD AFT,X
R,SR,SERENADE OF THE SEAS,S2,SPA MID SHIP,X
R,SR,SERENADE OF THE SEAS,8N,OCEAN VIEW,O
R,SR,SERENADE OF THE SEAS,1B,SPACIOUS OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,VT,OCEAN VIEW SUITE - 2 BDRM (NO BALCONY),O
R,SR,SERENADE OF THE SEAS,1D,OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,4B,SPACIOUS OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,1N,OCEAN VIEW,O
R,SR,SERENADE OF THE SEAS,SB,SPA LARGE BALCONY,X
R,SR,SERENADE OF THE SEAS,6V,INTERIOR,I
R,SR,SERENADE OF THE SEAS,6D,OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,5D,OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,4V,INTERIOR,I
R,SR,SERENADE OF THE SEAS,4N,OCEANVIEW,O
R,SR,SERENADE OF THE SEAS,4M,SPACIOUS OCEANVIEW,O
R,SR,SERENADE OF THE SEAS,4D,OCEANVIEW BALCONY,B
R,SR,SERENADE OF THE SEAS,3V,INTERIOR,I
R,SR,SERENADE OF THE SEAS,3N,OCEAN VIEW,O
R,SR,SERENADE OF THE SEAS,3D,OCEANVIEW BALCONY,B
R,SR,SERENADE OF THE SEAS,1V,INTERIOR,I
R,SR,SERENADE OF THE SEAS,2B,SPACIOUS OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,2D,OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,1K,ULTRA SPACIOUS OCEAN VIEW,O
R,SR,SERENADE OF THE SEAS,2M,SPACIOUS OCEAN VIEW,O
R,SR,SERENADE OF THE SEAS,2V,INTERIOR,I
R,SR,SERENADE OF THE SEAS,2W,STUDIO INTERIOR,I
R,SR,SERENADE OF THE SEAS,3B,SPACIOUS OCEAN VIEW BALCONY,O
R,SR,SERENADE OF THE SEAS,2N,OCEAN VIEW,O
R,SR,SERENADE OF THE SEAS,RS,ROYAL SUITE,O
R,SR,SERENADE OF THE SEAS,OS,OWNER'S SUITE - 1 BDRM,O
R,SR,SERENADE OF THE SEAS,Q,INSIDE STATEROOM,I
R,SR,SERENADE OF THE SEAS,D1,SUPERIOR BALCONY,O
R,SR,SERENADE OF THE SEAS,D,DELUXE OUTSIDE,O
R,SR,SERENADE OF THE SEAS,CR,CREW CABIN CATEGORY,X
R,SR,SERENADE OF THE SEAS,CP,CONNECTING PROMENDADE,I
R,SR,SERENADE OF THE SEAS,CO,CONNECTING OCEANVIEW,O
R,SR,SERENADE OF THE SEAS,CI,CONNECTING INSIDE,I
R,SR,SERENADE OF THE SEAS,CG,CREW CABIN CATEGORY- GUEST OUTFITTED STATEROOM,X
R,SR,SERENADE OF THE SEAS,CF,CREW CABIN CATEGORY- CREW FAMILY,X
R,SR,SERENADE OF THE SEAS,D2,SUPERIOR BALCONY,O
R,SR,SERENADE OF THE SEAS,CB,CONNECTING BALCONY,B
R,SR,SERENADE OF THE SEAS,BC,TWO BALCONY CONNECTED STATEROOMS,O
R,SR,SERENADE OF THE SEAS,B,GRAND OCEAN VIEW SUITE,O
R,SR,SERENADE OF THE SEAS,AZ,ACCESSIBLE INSIDE,I
